NR,Rolle,Firma,Typ,Aussage,Cluster,Beschreibung,,,,,,,
5,Data & AI Experte,Beratungsfirma,Beratung,"[Ikea & Novartis Anektdote] Ich habe für Shell, für Novartis und Ikea Beratung gemacht. In diesen Firmen sind riesengroße multinationale Firmen, die operieren ihre Standorte sehr getrennt voneinander, haben in jedem Standort ein eigenes SAP-System. Da war auch immer das Thema, wie bringen wir die Daten zusammen. Man wollte eigentlich nie ein zentrales Team hinsetzen, weil man immer gesagt hat, das ist das Bottleneck. Aber du brauchst erst mal ein zentrales Team, was gewisse Standards aufsetzt. Und dann muss die Motivation wieder über den Business Case gehen",Implementierungsgrund,-,,,,,,,
5,Data & AI Experte,Beratungsfirma,Beratung,"[AI mit EDC/EDM] Aber um wieder auf Data-Catalog, Data-Modelle zu kommen, das ist auch eine große Chance, weil die AI kann sehr vieles, je mehr sie weiß, automatisch befüllen, dokumentieren, beschreiben. Wenn ich zum Beispiel schaue, ich habe das letzte Mal 2020 wirklich in Action bei unserem Unternehmen gesehen, wenn du mal 100.000 SQL Queries über Alation gemacht hast, hat Alation ein unglaubliches Wissen, wie das Business-Modell funktioniert, weil ja jeder SQL-Query-Business-Model drinsteckt. Und dann konnte 2020 schon ohne LLMs Alation extrem gut dir sagen, wie deine SQL-Query die nächsten Dinge beschreiben wird, wohl aussehen wird. Und wenn ich mir noch denke, wo man das LLM auch noch mit reinkommt, wenn ich so Sachen wie Co-Piloter und so anschaue, ist das ja dann nochmal ein ganz anderes Lab. Und das bringt für mich ein Riesenpotenzial, dass ich dadurch sehr viele Themen viel einfacher lösen lasse.",Use Case,Zukünftige AI-Integration,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[EDM] So it represents basically all of the data assets of the organization, how they are placed in the organization, which also goes very closely linked with the data architecture as well. It's one of the founding pillars of the data architecture. Where are your assets located physically? How they are modeled? How they are standardized across the organization? What is the relationship between them? What is the data landscape? So all of that is generally addressed through the data models and the data model is the backbone of the data management. So your data management platforms are successful if you have a proper data models in place. And one of the goal always when I create or when I implement data models is the data verification. So the fair standards or fair principles of the data that data is findable, data is accessible, data is interoperable and data is reusable. So creating the reusable data assets is one of the purpose of the data model as well.",Funktionalität EDM,Technische Lineage,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[EDM - Harmonisierung] So harmonizing all of these data points to the common data model so that it represents the business language of, let's say, my organization. So when I talk about, let's say, a financial instrument, what it means for the Bloomberg data, what it means for the MSCI data, what it means when it comes to different asset class such as mortgages or loans or real estate. So it's the same terminology, but has a little bit of different meaning when it comes to the data universe behind. So harmonizing all of that, which is also one of the use case for master data management. So that is addressed through the data model.

Nutzen: And the common understanding or creating this common data model is the goal behind this activity, that financial instrument is uniquely identified and uniquely understood by each and every one in the organization.And the business partner also handles the securities and also consumes the securities. So these are different relationships between the business partner and instrument. So those are also reflected in the data model.",Funktionalität EDM,Business Glossary,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[Aufbau EDM] So in the data model itself, we have three layers. Perhaps you are aware of the conceptual or sometimes even it starts with the context. So the conceptual, logical and physical. Physical can be different for one logical model. It can represent many physical interpretation, but the logical and the concept represents one thing unified across the organization. So that's the data model.",Funktionalität EDM,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[EDC] And then when it comes to data catalog, one of the goal is also to make our business users data literate, meaning the data literacy in the organization. So they are aware and they know how to access or whom to contact when it comes to a certain data point. So what data points are available in my organization? So the data owner, the data stewards, all of that is represented in the data catalog. And there are many ways how to implement data catalog and various tools in the market to implement the data catalog. But one of the primary focus of data catalog is also to enable data governance and data literacy in the organization.",Funktionalität EDC,Technische Lineage,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[EDC & EDM] So again, coming back to the FAIR principles, so you make your data sets findable and accessible and interoperable in the organization and reusable. So these are the common principles that are addressed by the enterprise data model and the enterprise data catalog.",Funktionalität EDM und EDC,Data Discovery,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[Collibra EDC] so we have a Collibra for the enterprise data catalog and all of our data assets, inventories are available in the Collibra and through marketplace. So it's like a checkout process, like a cart, like a shopping cart. You go to the marketplace, you find I'm interested in the prices data I want to check out. Then you select that product, then you check out and then the request is sent to the data owner with the proper justification behind. And then you are also made aware of the cost that will incurred and then you take a decision whether you want to check out and then the roles are assigned to you to access that data and then you will be provided with a platform link how to consume that data. So that's generally what is covered in our Collibra data catalog",Use Case,Data Marketplace,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,[Erwin EDM]  And for the data model also we have a tool which is like Erwin. I'm not sure if you know it's a data modeling tool. So it connects to different applications that we have. It connects to SAP ERP applications. It connects to Azure Databricks. So these are main two technology stacks in the organization at the moment and Erwin connects to both of them for the physical implementation of the data model. And all of our data assets are available in the cloud platform. So Erwin is also a cloud-based tool where everyone from the organization can look at the data model that we have built and they can really see I'm interested in this table or I want to know more about this data domain or this data product which they see in the data catalog and they both are interconnected,Funktionalität EDM,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,[EDM & EDC] So enterprise data model is available in the enterprise data catalog as well as one of the assets and then they can see there how the data assets are linked with each other.,Funktionalität EDM und EDC,Technische Lineage,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[EDM & EDC] whenever there is a change in the system or whenever there is a new requirement or change in the requirement, I use it for the impact assessment as well. I know which data products will be impacted, what is the impact, where I need to address, what will be the overall efforts based on certain parameters that we have defined. So other than just making the business aware of the available data assets, it's also used by the leadership team to drive day-to-day activities as well. What are the impacted areas or the impacted systems that you need to consider? The regression testing, the quality assurance of the data, the interoperability of the data",Use Case,Technische Lineage,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,[Besserer Überblick] So every system was requesting the same data points over and over again. So when we realized that it's the same data point that can be requested only one.,Use Case,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[Kostenmanagement] So that was also eliminated, because when we realized how the data model is structured, and when we looked at how we are sending the request out of this master data management system, we found out that gap and we had to change our implementation strategy. So that is also something which helped us to understand why our costs are going up. And you can optimize it.",Use Case,Berechtigungs- und Zugangskontrollmanagement,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[Data Lineage - EDC]  You can see where the data is going. Because when we work with the third party market data suppliers, they have very strict requirements on how to consume their data products. So for example, if I'm getting data from Swiss National Bank, they say that it is only accessible only in the Switzerland market unit or only in the Switzerland. So I cannot use that data point in Germany, for example",Use Case,Berechtigungs- und Zugangskontrollmanagement,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma," Whatever sale you have at retail level, so at postcode level, is only accessible only in Switzerland. But when a user from Germany tries to see that information, their data license restriction says that the postcode level information is not accessible outside of Switzerland.",Use Case,Berechtigungs- und Zugangskontrollmanagement,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[EDC] I believe such restrictions are there in every country. And Data Catalog is again a place where you know how the data is being transformed, from what granularity to which KPIs and which metrics it is flowing, where those are displayed and who can access.",Funktionalität EDC,Technische Lineage,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,[AI Possibility] One aspect which you can consider there is or which I consider is that if you want your organization to be a data driven and nowadays AI driven decision making organization it is not possible without enterprise data model or enterprise data catalog,Use Case,Zukünftige AI-Integration,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[MDM] So MDM will provide you a methodology to master your data but if you are not feeding all of the data sources to your MDM, the output of that MDM will never be complete. If you have 10 data sources that you want to master but if you know if you don't know what those 10 data sources which is typically you will find out in the data catalog you will never know how many input should be given to your MDM system. MDM is just like an engine which will produce something based on what is fielded to it and it will give you the standard output for all that input data but if you are missing on the input side itself which is a gap which MDM cannot close by itself. It's garbage in garbage out generally. If you don't know what you want to master or how many sources you want to master MDM cannot do that for you.",Use Case,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
7,Data Architect,Versicherungsfirma,Externe Firma,"[EDM & EDC] Yes, so EDM and EDC are I would say typically nothing to do with the master data management because master data management systems will only provide you golden copies of the data but how do you want to model that information is addressed through your data model. So you can get the golden copy of the data it's really like a gold nuggets that you found in the land but you don't know what you want to do you don't know how to model it then you don't know how to use those gold nuggets. If you want to make a jewelry out of it you need to have a proper process behind a proper data model behind which part goes where which data goes where how to connect different master data systems together that is addressed through the enterprise data model where you model your data assets from the organization perspective. So master data management is one piece of the entire puzzle I would say. yeah. And enterprise data model not just work with the master data management but one of the input to the enterprise data model is master data management. Then there are reference data there is a transactional data that you need to bridge with the master data. Otherwise your master data is just sitting in the organization doing nothing. So that relationship and data harmonization standardization is addressed through data model yeah and the data catalog is for the end user consumption perspective and for the reusability that you do not create the same golden copies again and again. Once it's established all systems should use that golden copy of the data which is possible through data catalog if it is listed or registered in the data catalog. Then all other teams can also start using it. Yeah, so I would I consider those as two separate buckets.",Use Case,Single Source of Truth,,,,,,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"[Metadata 360] So at a high level, the key thing I drive is trying to actually bring together the technical business governance metadata of our assets onto one platform to provide a 360 degrees, like I call it metadata 360, because all the three are important to really leverage data as an asset. So hopefully that gives kind of a high level. So the technical metadata is what usually most of the different data catalogs have. So webring that, and that is automated. But the hard part is enriching the technical metadata or your schemas to be more clear what it means. Schemas need to enrich with business metadata and governance metadata. And that information is scattered all over the place. It can be in some spreadsheets. It can be in some document. It can be an email in somebody's head or things like that. So trying to curate and bring it into Collibra and map it to your technical metadata, then youget a complete 360-degree view of metadata for a data asset ..we're trying to ingest the metadata from those platforms into Collibra. So again, it's like various tech stacks. So though mostly we are on GCP, which is a Google Cloud, we still have a few other flavors of tech stack like BigQuery, Bigtable, Firestore, and sometimes it may not even be on GCP...
each of these platforms across the globe have their own data catalog. So the intention is not to really replace those catalogs because from an operational point of view, those catalogs are needed and you can think of it like a lockdown catalog where nobody other than the automated process has access to the catalog....
What we do is we try to integrate with this catalog and bring it into Collibra. And again, keep in mind what we have is kind of a real-time integration process. Once we integrate it, then after that, it's completely automated.

So the technical metadata is what usually most of the different data catalogs have. So we bring that, and that is automated. But the hard part is enriching the technical metadata or your schemas to be more clear what it means. Schemas need to enrich with business metadata and governance metadata. And that information is scattered all over the place. It can be in some spreadsheets. It can be in some document. It can be an email in somebody's head or things like that. So trying to curate and bring it into Collibra and map it to your technical metadata, then you get a complete 360-degree view of metadata for a data asset. So that is what takes time. Bringing the technical metadata can be straightforward, but then somebody has to go and enrich it. And there's no easy way to do it. So kind of at a high level, that is what, and that's why we call it Enterprise Data Catalog, because EDC is not localized to a platform or a region. It has to be, if you're a global company, there should be one. So all your employees across the globe should just go to one platform and see that. It's kind of a catalog of catalogs. ",Use Case,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"[Vorgehen Best Practice?] So ideally, between 20 to 30% of your data should be what is the CDE or the critical data element. So what you do is as you're building your metadata dictionary and data catalog, you try to start flagging the data that is important that you have to govern and manage responsibly. In short, that means you have to invest time and money and people on that. So once you identify that, then you start looking at, OK, now let me make sure that that much data is clean, it's accurate, all the data quality things of timeliness, relevance, consistency. You can start enforcing that because that is ultimately that will help you then use the data. So key thing is that.",Use Case,Business Glossary,,,,,,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"[Impact on Analysis - Verknüpft mit Lineage]  This applies to any industry, any organization that treats data as an asset. So use case number one, I call it actually impact analysis. So what that means is, like, for example, if you're getting data from an outside supplier, a data provider from data marketplace, and most of the time it is a subscription-based service because I may have your data up till now, but every month you are creating new digital footprint.",Use Case,Technische Lineage,,,,,,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"[Lineage] So using Collibra, you can see, like, if I stop getting this field and you trace the lineage from your ETL pipeline all the way to the product and services, you know which of your customers are going to get impacted, right? And it's important because you don't want to be reactive there because when it happens, it's going to stop coming and then your customers are going to look at their insight, at their models and agents, and they will say, what's going on?",Use Case,Technische Lineage,,,,,,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"[Audit] If you have a data problem, it's not the end of the world. But if in your manufacturing pipeline, the batch job that actually makes the shoes, something is wrong. And now the shoe is all being manufactured without a sole. That's a big problem. So same thing for companies that generate data products. If there is any data issue, if the customer comes back and says, what's going on? Like, why is this giving me wrong insight? You should have the ability to trace back and see what's going on. And that is called auditability.",Funktionalität EDC,Technische Lineage,,,,,,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"[Ideation] And again, when you say ideation, what do you mean? You're building a data product. So you're not building a car, you're not building a plane, you're not building sports goods, or you're not building anything. All you're building is data. The raw material for data product is data. But if you don't know what raw materials you have, how are you going to ideate? So very first thing is, as you're ideating, you need to know exactly what do I have. So when you go into Collibra, you should have a data catalog that tells you these are the assets.",Funktionalität EDC,Data Discovery,,,,,,,
26,Data Executive,Finanzdienstleistungen,Externe Firma,"[Geofencing and Ideation]  So in Europe, they say you cannot move your consumer data outside of the European Union. So it is within the geographical boundary of European Union, so that is called geofencing. We are trying to build an AML or a fraud product that needs to identify people across continents. They will not have access to the live data but they will have access to the metadata and they can see. Of course, they will still have to go through the process of requesting access to the live data once they build the use case. But it makes their job very easy and the process fast when they know exactly what is available and what they can do with it when they go to the legal compliance and privacy team. They can go with all the supporting documents and say, I need access to this data and this is what are the restrictions and this is my use case. So with actually Collibra, they can do that because the metadata across the globe, across all platforms is available in one place.",Use Case,Datenqualitätsregeln,,,,,,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"[EDM] die Business Seite ist natürlich daran interessiert, das zu haben, um eben eine einheitliche Architektur zu haben, ich möchte nicht 50 verschiedene Software Tools haben, die alle eine komplett andere Architektur haben, weil das bedeutet ja auch, ich habe null Skaleneffekte, wenn es ums Teaming geht, also ich habe ja ein Interesse daran, dass ich immer ähnliche Programmiersprachen nutze, ich habe das Interesse daran, dass ich ähnliche Software nutze, auch vom Vendor her gesehen, damit ich immer mit den gleichen Support Teams auch arbeiten kann, also das Business Interesse ist primär Skaleneffekte beim EDM und hat um eine gewisse Einheit zu kriegen, um auch im Data Governance Bereich nicht überall eine neue Governance aufzusetzen zu müssen.",Use Case,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"[EDC] das ist natürlich für das Business noch viel spannender, weil da kommt ja auch irgendwann der End-User zum Schluss, wo eben schauen kann, was für Daten habe ich als Unternehmen, wie kann ich die nutzen, da kann ich dann mit Metadaten genau hinterlegen, wer darf was wie nutzen und genau das ist ja auch interessant, vor allem in einem grossen Unternehmen, weil wir haben so viele Daten, wenn man keinen guten Catalog hat, dann kann es gut und gerne passieren, dass man die gleichen Daten am Schluss 20 Mal hat, schlimmstenfalls bei uns renne ich dreimal zum Kunden und frage ihn dreimal nach dem gleichen Datensatz und genau das kann ich mit einem Catalog ja verhindern, habe dann auch wieder die Skaleneffekte, dass ich es einmal extrahiere und nicht fünfmal und beim EDC, was da natürlich dazukommt für die Data Governance Leute, die sind auch happy, wenn da die Attributes richtig hinterlegt sind und man hat dann Attribute Based Access Controls, wo genau definieren, nur mit diesem Attribut kannst du dann auch auf die Daten zugreifen, also von dem her gesehen ist es ein sehr wichtiges Thema",Use Case,Datenqualitätsregeln,,,,,,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"[EDC - Business Seite] also es gibt eigentlich den zentralen Use Case beim Enterprise Data Catalog, also ich möchte den Business User enablen, die Daten im Unternehmen sinnvoll nutzen zu können. Ohne diesen EDC muss ein Business User teilweise riesen Aufwand betreiben, um zu verstehen, wenn ich jetzt Kunde A habe, wie viele Daten habe ich von dem, welche Daten habe ich von dem, woher kommen die Daten, sind das die richtigen Daten, all diese Themen sind enorm komplex, wenn ich jetzt als Business User einfach hingehe und keinen EDC habe. Mit dem EDC kann ich das im besten Falle auf einen Blick sehen, insofern ich natürlich über meine Attributes überhaupt die Rechte habe, um es zu sehen. Ansonsten sehe ich einfach, okay, wir haben Daten, dann steht da vielleicht noch dabei, um Zugriff zu erlangen, muss das und das erfüllt sein.",Use Case,Technische Lineage,,,,,,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"[EDC - Data Governance] die Governance Leute haben natürlich auch ihren Spass, wenn die genau wissen, okay, zu diesen Daten haben die Leute Zugriff mit den Attributen und wenn es dann mal darum geht, dass ein Regulator irgendwas wissen will, kann man auch schneller eine Antwort finden, wer jetzt Zugriff hat auf diese Daten und wer eben nicht.",Use Case,Technische Lineage,,,,,,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"[EDM - Skaleneffekte] da gibt es Skaleneffekte, ich kann mit wenigen Vendors zusammenarbeiten, habe einen gewissen Skaleneffekt, weil ich einfach Dänger dann habe, das geht vor allem auch bei der Cloud-Usage einfach darum, wenn ich mehr Cloud-Usage habe bei einem spezifischen Anwender, dann wird es in der Regel günstiger, einheitliche Architektur ermöglicht Zentralisierung von Support Teams, Zentralisierung von Development Teams, ich brauche nicht noch irgendeinen, der noch irgendeine fünfte oder hundertste Programmiersprache kann, sondern ich kann das so ein bisschen um die Wichtigsten zentralisieren.",Use Case,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"[Zielgruppe EDM/EDC] Es ist wirklich da wichtig, wo ich viele Daten habe, mit vielen Daten umgehen muss, vielleicht auch nicht unbedingt in der Produktion, in der Cloud-Produktion, da gibt es auch gewisse Benefits, was ein EDM, EDC mit sich bringen kann, aber da gibt es andere Themen, die viel mehr Benefits bringen, sondern wirklich, wenn ich Services habe, die vor allem auf Daten getrieben sind oder wenn ich Dienstleistungen erbringe, dann bietet es mir natürlich viel mehr Möglichkeiten, auch mit Erfahrungswerten, mit Daten, die ich halt über die Kunden habe, danach etwas anzustellen",Implementierungsgrund,-,,,,,,,
9,Chief Data Officer,Wirtschaftsprüfung,Beratung,"[UseCase AI] dann wirklich auf eine gute Datenarchitektur an, gutes Datenmanagement, gute Datenkataloge, dann kann ich deutlich besser auch mit AI arbeiten gehen und das unterschätzen aber auch viele Unternehmen und viele Unternehmen klagen im Moment einfach AI auf alles obendrauf und wundern sich, dass AI dann nicht den Benefit bringt,",Use Case,Zukünftige AI-Integration,,,,,,,
27,Data Steward,Bank,Externe Firma,"[EDC]  Yeah, I like to say, yeah, it is, of course, a way to see how data, everything is connected, where you're going to find a specific data. But it's also a dictionary so that you understand what data means. Because a lot of confusion happens in the companies because I say, oh, I have this data. But we mean totally different things. And then having that platform where definitions are agreed upon and signed off by somebody who owns that definition is really important, especially for companies that are very big.",Funktionalität EDC,Business Glossary,,,,,,,
27,Data Steward,Bank,Externe Firma,"[Collibra - Glossary - Workflow] only Collibra. But I would say it should be a feature of a data catalog. It should allow you to store your definitions and I believe ideally also to provide workflows so that your data definition process can happen, can be hosted in this platform.",Use Case,Business Glossary,,,,,,,
27,Data Steward,Bank,Externe Firma,"[Permission - Workflow] That person has to acknowledge that he or she is the owner. Then you register. And then you trigger a workflow in Collibra that is going to send an email to the person who owns the definition and the person who owns the definition presses the button saying, I accept.",Use Case,Berechtigungs- und Zugangskontrollmanagement,,,,,,,
27,Data Steward,Bank,Externe Firma,"[EDC - KPIs - Rules]  Every office in the world has their own way of calculating that. And then when all these offices send their KPIs to the headquarters, how can you compare the performance of China with the performance of U.S. or whatever if the way of calculating is different, right? And sometimes it's not only that it's different but it's not transparent. And once we agree on that, we're going to make it official by registering it in the data catalog in Collibra. And we're going to make it official by having owners for these definitions.",Funktionalität EDC,Business Glossary,,,,,,,
27,Data Steward,Bank,Externe Firma,"[Fehlerreduktion - KPIs EDC]  you minimize errors because you know exactly when you have a report and you have that report, let's say, under governance, so transparent in Collibra, etc. You don't have doubts about, let's say, the numbers. And you also, having that transparent and owned by somebody reduces a lot of conflict between people, among people. So having the data catalog.",Funktionalität Collibra,Technische Lineage,,,,,,,
28,Data Architect,IT Services,Beratung,"[EDC] so with data catalogs, they come in as a tool to organize messy data warehouses, messy data lakes to help companies find their assets by utilizing or by using mostly the sort of like query logs",Implementierungsgrund,-,,,,,,,
28,Data Architect,IT Services,Beratung,"[EDM] Now enterprise data models are something a little bit more interesting. They make a lot of sense to people like me, to people who understand the data, is we say like, hey, we start with a very clean structure that mirrors the business, and then we derive everything from there.",Implementierungsgrund,-,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,[Goal Collibra] there's still a lot of things that are very much the same in the sense that what we're trying to do is make it so that data in an organization is treated more like an asset rather than an exhaust. And that people turn the data into value through a data product lens to make a product with value from the data,Funktionalität Collibra,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"[Software Kategorie] Our software category is the data governance software category. we saw for the first time in our long history, Gartner confirmed our updated position, which is it's no longer about data governance alone. It's today about data and AI and data analytics governance, what we call unified governance. ",Use Case,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"[Berechtigung für Datenmanagementtools] And then from big data came, where do we store all this big data? We got to put it in a data platform. We got to put it in a data lake. We got to put it in a data warehouse. Whatever name they gave, they sort of hit the same problem that they have with every data platform for decennial now, which is people put stuff in there. And then after a while, they don't even know what's in there anymore or what the quality of it is. So at that time, in the 2010s, the puberty phase of data management, they said, oh, let's solve that with a catalog. We will put a catalog over our data lake and the catalog will give you the transparency as in what is inside my data lake, what is inside my data platform. So that's when the catalog started to appear as naming in the industry.",Funktionalität EDC,Data Discovery,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"[UseCase Catalog] So if you're a catalog vendor and you take this position, my catalog is a window that shows you what's in my lake. You do that with a certain purpose, right? So let's say you're a business user and you're like, oh, I'm going to check in what's in my lake because I want to get access to this data to make my analysis, to draw my insight and make my decision. So the catalog gives you that window as in what lives in your lake, but it doesn't mean that you immediately have access.",Funktionalität EDC,Data Discovery,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"[Funktionalität Catalog] It's like when you buy a book online, you see the description of the book and you see the title and the author and the reviews and everything, but you don't have the book until you buy it. With the catalog on the data lake or on the data platform or whatever, it's the same game. You see that there's data in there about customers, but then you have to request access to it.",Funktionalität EDC,Berechtigungs- und Zugangskontrollmanagement,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"[Verschiedene Implementationsarten von Catalogs - technical metadata repository initiative]
But they might turn this catalog initiative into what I would refer to as a technical metadata repository initiative. And the way that you can assess that is by opening the catalog and seeing what's inside. And I'll give you another metaphor there. So let's say that I go to IKEA, and I want to buy a bed and a bookcase. And so I go in the catalog of IKEA, but the catalog of IKEA only shows me planks and nuts and bolts. So yes, bookcases are composed out of planks and nuts and bolts. And I know that I can take the nuts and bolts and the planks and put them together in a bookcase. But the catalog is only showing me the books, the nuts and the bolts and the planks. That would be an example of a catalog initiative which is implemented as a technical metadata repository initiative. And that means that this initiative probably supports needs of only technical people. And that might be fine for a time, but again, that initiative will hit that wall if they don't start planning to include business involvement at some point in time. Now, that's one interpretation of a catalog initiative.",Use Case,Data Discovery,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"I'll give you a second interpretation of a catalog initiative. And that is where you have to seethe catalog not as a technical metadata repository initiative, but maybe more as a data marketplace initiative. So now I'm using the same metaphor, the IKEA catalog. I go shop for books, sorry, bookcases and beds. And I'm going to find in the IKEA catalog bookcases and beds and kitchens. And when I buy it, I get a box with nuts and bolts and planks and instructions to put it together. So essentially what I'm saying is that if I implement the catalog as a data marketplace, then the contents of my catalog might contain similar technical metadata, but it will also contain data sets and data products like dashboards and AI models, for example. So it will be a slightly different initiative, but that data marketplace initiative, so same technology, right? Both of those are catalog initiatives.",Use Case,Data Marketplace,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"And now we will talk about the legal compliance or data privacy persona. So since 2016, GDPR came into the market. I'm sure you're familiar with it. And one of the requirements that GDPR imposes on organizations, large and small, around the world, is to set up a process registry. And aprocess registry,  is nothing more than what business processes does the organization have. Like, you know, making customers and sending them products and invoicing them. These are examples of business processes. And for every business process, what data does it produce or consume?
And for that data production or consumption, what privacy impact assessments have happened, for example. In other words, the process register, which is GDPR-speak, in my view, for catalog, is nothing but a list of all the data usages in the organization. Which means that you need the data sets and who has requested access to them and for what purpose. Which is something that you would be doing inside a data marketplace. You're shopping for data. Shopping for data is a broad data usage in GDPR-speak.",Use Case,Technische Lineage,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"the platform players, the hyperscalers, started from the infrastructure up, from file system and server in the cloud, going upwards also into the data space, offering their own data warehouses and data management software And as a consequence, these platforms also needed to add a catalog capability to their data platform. So to your point about budgets that you mentioned earlier, if you're a CIO in an organization today, it's probably because of AI that for the first time you start to think about things like data governance and catalogs. Today, this is on their agenda, in my opinion, predominantly driven by the AI platform shift.",Use Case,Zukünftige AI-Integration,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"[Abgrenzung des Begriffs Catalog] And if you then don't have the awareness of those different types of catalog initiatives that I just highlighted to you, and there's a few others too, and you're just saying I can solve all of this in my hyperscaler catalog, then you are making a big mistake because that hyperscaler catalog is honestly like an instrument used by the hyperscalers to give a viewpoint on the data within their data warehouse, for example, within Amazon's Redshift or within Google's BigQuery. It is not a catalog typically that shows you what data you have in your organization. It is not a catalog that is going to serve as a process registry. It is not a catalog that will function even as a technical metadata repository. It's only going to give you a way to operate data within Microsoft or within Google, for example.",Use Case,Technische Lineage,,,,,,,
29,Geschäftsleitung,Collibra,EDM / EDC Anbieter,"So they're saying, we're centralizing our data work. Then you will have one way of implementing that catalog initiative and making it successful",Funktionalität EDC,Single Source of Truth,,,,,,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"Data Governance, also im Prinzip dafür zu sorgen, dass du Daten ordentlich bewirtschaftest und irgendwie standardisiert, strukturiert im Unternehmen anfasst. Dazu musst du Regeln festlegen. Und ich glaube, erst mal ein Datenmodell hilft dabei, zu sagen, über welche Daten ich rede. Und ein Datenkatalog hilft dann dabei, auf sowas wie Ownership festzulegen, eine Definition, die über das ganze Unternehmen einheitlich sein sollte, irgendwo sicherzustellen",Funktionalität EDM und EDC,Systematische Modellierung von Daten bzw. Data Assets,,,,,,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"[Data Marketplace] Ich will ja nicht nur, dass die Daten in Geschäftsprozessen genutzt werden, sondern möchte die auch verfügbar und nutzbar machen für meine Analytics Teams. Und da hilft ein Datenkatalog, vielleicht eher sogar noch ein Data Marketplace, aber einfach, um so explorativ zu gucken, welche Daten habe ich denn und wie kann ich die eigentlich in meinen Data Science, Analytics Projekten sinnstiftend einsetzen",Use Case,Data Marketplace,,,,,,,
30,Head of Community,IT Services,EDM / EDC Anbieter,"[Reusability] was du ja machst ist ja Effizienz sicherstellen, du möchtest ja Daten, irgendwie dieses Fair machen, kennst du wahrscheinlich Findable, Accessible, Interoperable, Reusable und gerade dieses R, also die Reusability, sollte eigentlich mit einem Datenkatalog steigen. Was heißt das? Ich dokumentiere die Daten so und mache die so verfügbar, dass ich beim ersten Data Science Use Case muss ich natürlich zum Datenkatalog gehen und sage, hey, guck mal, wie kann ich die nutzen, damit ich die nutzbar habe.",Funktionalität EDM und EDC,Data Marketplace,,,,,,,
